word,true_label,predictions
youe,O,O
to,O,O
be,O,O
diligent,O,O
.,O,O
busynes,O,O
in,O,O
that,O,O
ye,O,O
cane,O,O
",",O,O
and,O,O
if,O,O
ye,O,O
lacke,O,O
counsell,O,O
in,O,O
anyethyng,O,O
.,O,O
Henry,O,O
Southwicke,O,O
",",O,O
to,O,O
whome,O,O
I,O,O
have,O,O
wrytton,O,O
",",O,O
and,O,O
.,O,O
.,O,O
thinges,O,O
that,O,O
shall,O,O
neyde,O,O
",",O,O
and,O,O
I,O,O
will,O,O
.,O,O
.,O,O
deligently,O,O
of,O,O
your,O,O
prosidyng,O,O
",",O,O
I,O,O
wryte,O,O
youe,O,O
.,O,O
from,O,O
tyme,O,O
to,O,O
tyme,O,O
persave,O,O
nede,O,O
.,O,O
your,O,O
old,O,O
matter,O,O
of,O,O
Love,O,O
renew,O,O
.,O,O
of,O,O
the,O,O
fyndes,O,O
.,O,O
My,O,O
counsell,O,O
.,O,O
.,O,O
for,O,O
that,O,O
an,O,O
honest,O,O
comoditi,O,O
hangeth,O,O
.,O,O
.,O,O
bycause,O,O
I,O,O
doute,O,O
ewher,O,O
ye,O,O
.,O,O
the,O,O
.,O,O
ye,O,O
shall,O,O
understande,O,O
that,O,O
fyne,O,O
Marche,O,O
is,O,O
.,O,O
fyne,O,O
Cottes,O,O
xlli,O,O
the,O,O
serpler,O,O
",",O,O
midell,O,O
Cottes,O,O
xxixli,O,O
le,O,O
serpler,O,O
.,O,O
midell,O,O
Berkes,O,O
at,O,O
.,O,O
li,O,O
the,O,O
serpler,O,O
",",O,O
fyne,O,O
Loinssie,O,O
xxiij,O,O
li,O,O
.,O,O
xxvijli,O,O
the,O,O
serpler,O,O
.,O,O
.,O,O
;,O,O
.,O,O
in,O,O
shal,O,O
be,O,O
sondries,O,O
if,O,O
ye,O,O
provyde,O,O
in,O,O
.,O,O
the,O,O
means,O,O
to,O,O
dew,O,O
it,O,O
is,O,O
to,O,O
agreye,O,O
.,O,O
;,O,O
of,O,O
all,O,O
saye,O,O
he,O,O
cannot,O,O
free,O,O
owt,O,O
his,O,O
.,O,O
.,O,O
mydle,O,O
Cottes,O,O
alone,O,O
",",O,O
if,O,O
as,O,O
it,O,O
is,O,O
woerth,O,O
.,O,O
agreye,O,O
with,O,O
them,O,O
that,O,O
hath,O,O
old,O,O
wull,O,O
of,O,O
other,O,O
.,O,O
.,O,O
if,O,O
men,O,O
wyll,O,O
be,O,O
closse,O,O
and,O,O
wyse,O,O
.,O,O
Thus,O,O
maye,O,O
.,O,O
.,O,O
as,O,O
the,O,O
Lord,O,O
knowith,O,O
",",O,O
Who,O,O
kepe,O,O
youe,O,O
",",O,O
in,O,O
hast,O,O
.,O,O
I,O,O
have,O,O
not,O,O
yet,O,O
left,O,O
hens,O,O
",",O,O
for,O,O
that,O,O
our,O,O
shippes,O,O
set,O,O
not,O,O
forward,O,O
owt,O,O
of,O,O
the,O,O
Pole,O,O
before,O,O
Mondaie,O,O
.,O,O
The,O,O
wynd,O,O
was,O,O
noght,O,O
",",O,O
and,O,O
ther,O,O
was,O,O
no,O,O
waffeters,O,O
apointed,O,O
before,O,O
that,O,O
tyme,O,O
",",O,O
ner,O,O
none,O,O
had,O,O
bene,O,O
so,O,O
sone,O,O
appointed,O,O
",",O,O
but,O,O
that,O,O
Mr,O,O
.,O,O
Wodrof,O,O
",",O,O
Mr,O,O
.,O,O
Offley,O,O
and,O,O
I,O,O
was,O,O
Fryday,O,O
and,O,O
Satterday,O,O
at,O,O
the,O,O
.,O,O
Courte,O,O
sewing,O,O
for,O,O
it,O,O
.,O,O
Tomorow,O,O
I,O,O
will,O,O
set,O,O
forwardes,O,O
",",O,O
by,O,O
Godde's,O,O
hellp,O,O
.,O,O
Your,O,O
matter,O,O
of,O,O
Bardysley's,O,O
goyth,O,O
well,O,O
forwardes,O,O
",",O,O
and,O,O
I,O,O
am,O,O
promysed,O,O
by,O,O
Mr,O,O
.,O,O
Swarte,O,O
",",O,O
the,O,O
Mayer's,O,O
vyce,O,O
",",O,O
to,O,O
have,O,O
that,O,O
the,O,O
lawe,O,O
hathe,O,O
gyven,O,O
youe,O,O
within,O,O
this,O,O
fortnyght,O,O
.,O,O
Sir,O,O
",",O,O
I,O,O
pray,O,O
you,O,O
comend,O,O
me,O,O
to,O,O
Thomas,O,O
Flecton,O,O
",",O,O
and,O,O
excuse,O,O
me,O,O
unto,O,O
him,O,O
for,O,O
not,O,O
writing,O,O
to,O,O
him,O,O
by,O,O
Wedde,O,B
",",O,O
but,O,O
his,O,O
maunde,O,O
the,O,O
gentill,O,O
Evanke,O,O
doeth,O,O
bring,O,O
unto,O,O
him,O,O
nowe,O,O
.,O,O
The,O,O
nombre,O,O
of,O,O
the,O,O
reed,O,O
hering,O,O
is,O,O
increased,O,O
",",O,O
and,O,O
I,O,O
have,O,O
added,O,O
sprottes,O,O
unto,O,O
them,O,O
",",O,O
bycause,O,O
I,O,O
wold,O,O
not,O,O
have,O,O
him,O,O
to,O,O
forgett,O,O
",",O,O
with,O,O
the,O,O
same,O,O
mande,O,O
full,O,O
of,O,O
egges,O,O
for,O,O
your,O,O
brekefastes,O,O
this,O,O
Lent,B,B
",",O,O
for,O,O
hier,O,O
none,O,O
will,O,O
be,O,O
hadde,O,O
above,O,O
iij,O,O
or,O,O
iiij,O,O
a,O,O
penny,O,O
.,O,O
I,O,O
am,O,O
sorry,O,O
my,O,O
syster,O,O
your,O,O
wiff,O,O
haeth,O,O
made,O,O
no,O,O
better,O,O
provision,O,O
for,O,O
you,O,O
of,O,O
suche,O,O
thinges,O,O
owte,O,O
of,O,O
your,O,O
countre,O,O
.,O,O
My,O,O
viage,O,O
to,O,O
Bristowe,O,O
I,O,O
do,O,O
as,O,O
yet,O,O
pretend,O,O
uppon,O,O
",",O,O
if,O,O
my,O,O
stokke,O,O
may,O,O
be,O,O
made,O,O
annything,O,O
handsome,O,O
to,O,O
quyte,O,O
costes,O,O
;,O,O
and,O,O
for,O,O
to,O,O
make,O,O
redy,O,O
monney,O,O
of,O,O
all,O,O
that,O,O
I,O,O
shall,O,O
bestowe,O,O
",",O,O
I,O,O
do,O,O
not,O,O
doubt,O,O
therof,O,O
",",O,O
at,O,O
Bartolmewe,B,B
Fayer,I,B
",",O,O
(2,O,O
),O,O
though,O,O
it,O,O
wer,O,O
thrys,O,O
as,O,O
moche,O,O
as,O,O
it,O,O
shal,O,O
be,O,O
",",O,O
God,O,O
willing,O,O
",",O,O
Who,O,O
preserve,O,O
you,O,O
in,O,O
helth,O,O
.,O,O
End,O,O
.,O,O
1551,B,B
",",O,O
from,O,O
my,O,O
wif,O,O
at,O,O
Glapthorne,O,O
the,B,B
last,I,I
in,I,I
Maie,I,I
;,O,O
receyved,O,O
at,O,O
Calles,O,O
.,O,B
June,B,I
;,O,O
aunsweryd,O,O
le,B,B
dit,I,I
.,O,O
Syr,O,O
",",O,O
you,O,O
shall,O,O
understond,O,O
that,O,O
angelles,O,O
be,O,O
cryed,O,O
viijs,O,O
apece,O,O
",",O,O
the,O,O
ryalles,O,O
xijs,O,O
",",O,O
and,O,O
that,O,O
or,O,O
ever,O,O
they,O,O
wer,O,O
cryed,O,O
.,O,O
Syr,O,O
John,O,O
Gressam,O,O
and,O,O
my,O,O
Lorde,O,O
Mayour,O,O
(2a,O,O
),O,O
toke,O,O
upe,O,O
off,O,O
the,O,O
straungeres,O,O
viij,O,O
thowsand,O,O
powndes,O,O
sterling,O,O
by,O,O
exchaunge,O,O
",",O,O
to,O,O
be,O,O
payd,O,O
in,O,O
Flandres,O,O
",",O,O
and,O,O
nowe,O,O
they,O,O
let,O,O
it,O,O
to,O,O
yonge,O,O
men,O,O
by,O,O
rechaunge,O,O
",",O,O
and,O,O
pay,O,O
them,O,O
in,O,O
whyte,O,O
money,O,O
.,O,O
This,O,O
gs,O,O
proclamyd,O,O
this,O,O
present,O,O
Fryday,B,B
",",I,I
the,I,I
17,I,I
day,I,I
of,I,I
May,I,I
.,O,O
(3a,O,O
),O,O
Also,O,O
Syr,O,O
",",O,O
here,O,O
was,O,O
a,O,O
beggerly,O,O
Scott,O,O
cam,O,O
as,O,O
a,O,O
spye,O,O
to,O,O
London,O,O
",",O,O
and,O,O
was,O,O
examynyd,O,O
beffore,O,O
my,O,O
Lorde,O,O
Mayour,O,O
;,O,O
who,O,O
confessyd,O,O
that,O,O
he,O,O
was,O,O
sent,O,O
from,O,O
a,O,O
lorde,O,O
of,O,O
Scotland,O,O
to,O,O
sett,O,O
a,O,O
fyer,O,O
upon,O,O
the,O,O
Kynge's,O,O
pallace,O,O
at,O,O
Westmester,O,B
",",O,O
callyd,O,O
Whytehall,O,O
.,O,O
Other,O,O
newys,O,O
here,O,O
ys,O,O
none,O,O
",",O,O
but,O,O
Mistres,O,O
Smythe,O,O
ys,O,O
very,O,O
sycke,O,O
",",O,O
and,O,O
Otwell,O,O
Jonzon,O,O
of,O,O
a,O,O
ague,O,O
.,O,O
My,O,O
dutie,O,O
remembryd,O,O
",",O,O
I,O,O
hertylye,O,O
recommend,O,O
me,O,O
unto,O,O
you,O,O
",",O,O
trustynge,O,O
in,O,O
Jhesu,O,O
of,O,O
youre,O,O
good,O,O
welffare,O,O
and,O,O
al,O,O
.,O,O
Syr,O,O
",",O,O
I,O,O
wrote,O,O
you,O,O
a,O,O
letter,O,O
longe,O,O
syns,O,O
by,O,O
Thomas,O,O
Lawley,O,O
",",O,O
wiche,O,O
I,O,O
trust,O,O
be,O,O
come,O,O
to,O,O
youre,O,O
haundes,O,O
",",O,O
in,O,O
the,O,O
wiche,O,O
I,O,O
desyryd,O,O
you,O,O
to,O,O
take,O,O
some,O,O
paynes,O,O
in,O,O
vewynge,O,O
of,O,O
my,O,O
fathere's,O,O
(1a,O,O
),O,O
landes,O,O
or,O,O
youre,O,O
departynge,O,O
from,O,O
thens,O,O
",",O,O
as,O,O
a,O,O
indyfferent,O,O
juge,O,O
betwen,O,O
my,O,O
brethern,O,O
and,O,O
me,O,O
",",O,O
that,O,O
you,O,O
may,O,O
juge,O,O
and,O,O
wytnes,O,O
what,O,O
case,O,O
the,O,O
land,O,O
standythe,O,O
yn,O,O
at,O,O
this,O,O
present,O,O
.,O,O
In,O,O
this,O,O
doynge,O,O
you,O,O
bynd,O,O
me,O,O
as,O,O
youre,O,O
bedeman,O,O
.,O,O
Add,O,O
.,O,O
To,O,O
my,O,O
ryght,O,O
trusty,O,O
friend,O,O
John,O,O
Johnson,O,O
",",O,O
marchant,O,O
of,O,O
the,O,O
Staple,O,O
at,O,O
Callais,O,O
",",O,O
this,O,O
be,O,O
delyvered,O,O
at,O,O
London,O,O
.,O,O
Seigneur,O,O
",",O,O
je,O,O
vaudroie,O,O
bien,O,O
avoir,O,O
carssie,O,O
d'encheresmes,O,O
.,O,O
receyver,O,O
of,O,O
3.WILLIAM,O,O
HOWHAM,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
Quant,O,O
a,O,O
che,O,O
que,O,O
ditte,O,O
que,O,O
je,O,O
escrive,O,O
en,O,O
Espainne,O,O
pour,O,O
la,O,O
disposition,O,O
de,O,O
Lenne,O,O
;,O,O
et,O,O
je,O,O
le,O,O
feray,O,O
",",O,O
et,O,O
en,O,O
aiant,O,O
responsse,O,O
je,O,O
vous,O,O
en,O,O
advertiray,O,O
de,O,O
tout,O,O
.,O,O
Et,O,O
quant,O,O
a,O,O
vous,O,O
fournir,O,O
argent,O,O
",",O,O
je,O,O
vous,O,O
en,O,O
furniray,O,O
otant,O,O
que,O,O
demandere,O,O
",",O,O
et,O,O
Blasse,O,O
Sandre,O,O
pariellement,O,O
.,O,O
Partant,O,O
vous,O,O
luy,O,O
en,O,O
porre,O,O
parller,O,O
et,O,O
me,O,O
eut,O,O
escrire,O,O
san,O,O
intercussion,O,O
",",O,O
afin,O,O
de,O,O
moy,O,O
fournirner,O,O
a,O,O
l'avent,O,O
cas,O,O
sellon,O,O
que,O,O
je,O,O
sarray,O,O
que,O,O
il,O,O
me,O,O
faudra,O,O
paier,O,O
d'argent,O,O
;,O,O
je,O,O
me,O,O
govouerneray,O,O
a,O,O
l'avenant,O,O
.,O,O
Partant,O,O
escrive,O,O
moy,O,O
le,O,O
plus,O,O
brief,O,O
que,O,O
il,O,O
vous,O,O
sera,O,O
possible,O,O
;,O,O
pour,O,O
advis,O,O
.,O,O
Robert,O,O
Andrew,O,O
.,O,O
Otwell,O,O
Johnsone,O,O
.,O,O
Per,O,O
youres,O,O
to,O,O
his,O,O
power,O,O
",",O,O
504,O,O
.,O,O
OTWELL,O,O
JOHNSON,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
I,O,O
perceyve,O,O
by,O,O
Mr,O,O
.,O,O
Cave's,O,O
lettre,O,O
that,O,O
he,O,O
wold,O,O
have,O,O
jCli,O,O
of,O,O
his,O,O
monney,O,O
(he,O,O
writes,O,O
not,O,O
sterling,O,O
ner,O,O
yet,O,O
Flemish,O,O
),O,O
reteyned,O,O
here,O,O
",",O,O
and,O,O
the,O,O
rest,O,O
employed,O,O
as,O,O
you,O,O
shall,O,O
advise,O,O
me,O,O
.,O,O
I,O,O
am,O,O
promysed,O,O
the,O,O
monney,O,O
tomorrowe,O,O
",",O,O
for,O,O
yt,O,O
ys,O,O
commen,O,O
",",O,O
and,O,O
that,O,O
all,O,O
in,O,O
Flemish,O,O
goldes,O,O
",",O,O
for,O,O
I,O,O
can,O,O
get,O,O
no,O,O
promes,O,O
of,O,O
angelles,O,O
.,O,O
Yt,O,O
were,O,O
good,O,O
therffore,O,O
you,O,O
made,O,O
yt,O,O
with,O,O
Hasbrow,O,O
men,O,O
or,O,O
somme,O,O
other,O,O
thear,O,O
to,O,O
be,O,O
payd,O,O
here,O,O
.,O,O
With,O,O
Haryson,O,O
I,O,O
have,O,O
not,O,O
yet,O,O
spoken,O,O
for,O,O
bynhge,O,O
of,O,O
woll,O,O
.,O,O
My,O,O
Ladye,O,O
Brudenell,O,O
hayth,O,O
sold,O,O
har,O,O
woll,O,O
for,O,O
xxiiijs,O,O
a,O,O
tod,O,O
",",O,O
to,O,O
be,O,O
payed,O,O
as,O,O
the,O,O
mony,O,O
goyth,O,O
nowe,O,O
",",O,O
but,O,O
I,O,O
canot,O,O
wryte,O,O
hoy,O,O
it,O,O
is,O,O
that,O,O
hayth,O,O
bought,O,O
it,O,O
.,O,O
And,O,O
for,O,O
to,O,O
certefy,O,O
you,O,O
of,O,O
my,O,O
payementes,O,O
made,O,O
to,O,O
Mr,O,O
.,O,O
Smyth,O,O
for,O,O
Mr,O,O
.,O,O
Cave,O,O
",",O,O
the,O,O
same,O,O
is,O,O
not,O,O
yet,O,O
made,O,O
further,O,O
than,O,O
but,O,O
as,O,O
I,O,O
writt,O,O
unto,O,O
you,O,O
the,O,O
last,O,O
weke,O,O
",",O,O
by,O,O
reasone,O,O
that,O,O
I,O,O
cannot,O,O
receyve,O,O
as,O,O
yet,O,O
the,O,O
monney,O,O
of,O,O
Bartram,O,O
de,O,O
la,O,O
Balle,O,O
that,O,O
is,O,O
dew,O,O
unto,O,O
me,O,O
",",O,O
and,O,O
that,O,O
haeth,O,O
ben,O,O
for,O,O
lakke,O,O
of,O,O
convenient,O,O
leasur,O,O
these,O,O
few,O,O
dayes,O,O
past,O,O
to,O,O
have,O,O
imployed,O,O
myn,O,O
ernest,O,O
labour,O,O
theraboutes,O,O
;,O,O
for,O,O
I,O,O
have,O,O
so,O,O
moche,O,O
ben,O,O
charced,O,O
with,O,O
Mr,O,O
.,O,O
Comptroller's,O,O
affairs,O,O
and,O,O
bussy,O,O
commissions,O,O
all,O,O
this,O,O
weke,O,O
past,O,O
",",O,O
that,O,O
I,O,O
have,O,O
had,O,O
no,O,O
spare,O,O
tyme,O,O
to,O,O
do,O,O
annything,O,O
ellis,O,O
for,O,O
myself,O,O
nor,O,O
any,O,O
other,O,O
",",O,O
and,O,O
the,O,O
chieff,O,O
part,O,O
of,O,O
thoe,O,O
same,O,O
have,O,O
ben,O,O
concerning,O,O
the,O,O
necessite,O,O
for,O,O
provision,O,O
of,O,O
thinges,O,O
to,O,O
the,O,O
Quen's,O,O
howsehold,O,O
",",O,O
which,O,O
I,O,O
suppose,O,O
will,O,O
take,O,O
an,O,O
end,O,O
very,O,O
shortely,O,O
",",O,O
for,O,O
as,O,O
tomorrowe,O,O
in,O,O
the,O,O
morning,O,O
she,O,O
(1,O,O
),O,O
is,O,O
appointed,O,O
to,O,O
lose,O,O
her,O,O
lyff,O,O
within,O,O
the,O,O
Tower,O,O
",",O,O
as,O,O
is,O,O
sayd,O,O
",",O,O
wher,O,O
I,O,O
am,O,O
comanded,O,O
to,O,O
wayte,O,O
uppon,O,O
my,O,O
maister,O,O
",",O,O
(2,O,O
),O,O
and,O,O
therfor,O,O
I,O,O
have,O,O
made,O,O
up,O,O
this,O,O
my,O,O
rude,O,O
lettre,O,O
overnight,O,O
",",O,O
moost,O,O
expressly,O,O
to,O,O
declare,O,O
unto,O,O
you,O,O
the,O,O
newes,O,O
aformencioned,O,O
;,O,O
howbeit,O,O
for,O,O
lakke,O,O
of,O,O
leasur,O,O
nowe,O,O
",",O,O
I,O,O
shall,O,O
gladdly,O,O
open,O,O
a,O,O
great,O,O
deale,O,O
more,O,O
hierof,O,O
at,O,O
our,O,O
meting,O,O
hier,O,O
",",O,O
by,O,O
Gode's,O,O
favour,O,O
.,O,O
Add,O,O
.,O,O
To,O,O
my,O,O
loving,O,O
brother,O,O
John,O,O
Johnson,O,O
",",O,O
marchant,O,O
of,O,O
the,O,O
Staple,O,O
at,O,O
calleis,O,O
",",O,O
be,O,O
this,O,O
delyvered,O,O
ad,O,O
Tykeford,O,O
.,O,O
Add,O,O
.,O,O
To,O,O
my,O,O
ryght,O,O
trusty,O,O
frend,O,O
John,O,O
Johnson,O,O
",",O,O
marchant,O,O
of,O,O
the,O,O
Staple,O,O
at,O,O
Callais,O,O
",",O,O
in,O,O
Lyme,O,O
Streat,O,O
",",O,O
at,O,O
London,O,O
Add,O,O
.,O,O
To,O,O
my,O,O
loving,O,O
frend,O,O
John,O,O
Johnsone,O,O
",",O,O
marchant,O,O
of,O,O
the,O,O
Staple,O,O
at,O,O
Calleis,O,O
Ye,O,O
have,O,O
ij,O,O
serplers,O,O
of,O,O
myne,O,O
:,O,O
I,O,O
shall,O,O
neade,O,O
them,O,O
at,O,O
my,O,O
Lord,O,O
Crumwelle's,O,O
.,O,O
I,O,O
praie,O,O
you,O,O
send,O,O
them,O,O
to,O,O
me,O,O
thether,O,O
a,O,O
Tewsdaie,O,B
next,O,O
before,O,O
none,O,O
;,O,O
and,O,O
faylle,O,O
ye,O,O
not,O,O
therof,O,O
for,O,O
I,O,O
make,O,O
reconyng,O,O
therof,O,O
",",O,O
and,O,O
if,O,O
ye,O,O
promes,O,O
a,O,O
grote,O,O
or,O,O
ij,O,O
to,O,O
hym,O,O
that,O,O
bringith,O,O
them,O,O
thether,O,O
",",O,O
I,O,O
wyll,O,O
paie,O,O
it,O,O
rather,O,O
then,O,O
be,O,O
disapointyd,O,O
.,O,O
Yf,O,O
ye,O,O
please,O,O
to,O,O
come,O,O
thether,O,O
to,O,O
me,O,O
yourself,O,O
I,O,O
wold,O,O
be,O,O
glad,O,O
of,O,O
it,O,O
",",O,O
bycause,O,O
I,O,O
wold,O,O
hear,O,O
how,O,O
ye,O,O
shall,O,O
spede,O,O
on,O,O
Mondaie,O,O
.,O,O
Thus,O,O
Jhesus,O,O
be,O,O
with,O,O
you,O,O
.,O,O
From,O,O
Polbroke,O,O
",",O,O
the,O,B
xxviijth,B,I
daie,I,I
of,I,I
July,I,I
",",I,I
anno,I,I
1546,I,I
.,O,O
Jhesus,O,O
",",O,O
at,O,O
Calles,O,O
le,B,B
25,I,I
jour,I,I
Februarii,I,I
",",O,O
Your,O,O
lettre,O,O
",",O,O
brother,O,O
",",O,O
off,O,O
the,B,B
xvij,I,I
of,I,I
this,I,I
instant,I,I
I,O,O
have,O,O
receyved,O,O
",",O,O
perceyvyng,O,O
that,O,O
ye,O,O
had,O,O
receyved,O,O
sum,O,O
of,O,O
myne,O,O
before,O,O
the,O,O
wrytyng,O,O
theroff,O,O
",",O,O
and,O,O
do,O,O
hope,O,O
that,O,O
ye,O,O
lykewyes,O,O
have,O,O
receyved,O,O
my,O,O
later,O,O
lettres,O,O
",",O,O
and,O,O
by,O,O
them,O,O
be,O,O
fully,O,O
advertysed,O,O
off,O,O
all,O,O
those,O,O
thinges,O,O
wheroff,O,O
it,O,O
semeth,O,O
ye,O,O
were,O,O
not,O,O
then,O,O
certyfyed,O,O
.,O,O
To,O,O
Walter,O,O
Garwaie,O,O
",",O,O
Your,O,O
loving,O,O
brother,O,O
",",O,O
After,O,O
my,O,O
most,O,O
hartie,O,O
recommendations,O,O
",",O,O
yt,O,O
maye,O,O
please,O,O
you,O,O
to,O,O
be,O,O
advertysed,O,O
that,O,O
forasmoche,O,O
as,O,O
sens,O,O
my,O,O
comynge,O,O
hether,O,O
I,O,O
am,O,O
informed,O,O
that,O,O
your,O,O
wood,O,O
salles,O,O
at,O,O
Sherington,O,O
in,O,O
Buckinghamshyre,O,O
be,O,O
not,O,O
gone,O,O
forwardes,O,O
",",O,O
and,O,O
as,O,O
I,O,O
supose,O,O
yt,O,O
is,O,O
nowe,O,O
past,O,O
tyme,O,O
of,O,O
yeare,O,O
for,O,O
fellinge,O,O
the,O,O
same,O,O
",",O,O
these,O,O
shal,O,O
be,O,O
to,O,O
desyre,O,O
youre,O,O
goodwyll,O,O
and,O,O
fortheraunce,O,O
in,O,O
the,O,O
sale,O,O
theirof,O,O
",",O,O
for,O,O
your,O,O
woodes,O,O
be,O,O
very,O,O
nere,O,O
unto,O,O
my,O,O
howse,O,O
;,O,O
and,O,O
shal,O,O
be,O,O
glad,O,O
to,O,O
gyve,O,O
you,O,O
as,O,O
moche,O,O
as,O,O
I,O,O
was,O,O
informed,O,O
ye,O,O
had,O,O
sold,O,O
your,O,O
said,O,O
wod,O,O
for,O,O
",",O,O
trustinge,O,O
in,O,O
your,O,O
jentyllines,O,O
that,O,O
ye,O,O
wyll,O,O
staye,O,O
to,O,O
make,O,O
anny,O,O
graunt,O,O
of,O,O
the,O,O
same,O,O
untyll,O,O
God,O,O
send,O,O
me,O,O
into,O,O
Englond,O,O
",",O,O
and,O,O
the,O,O
rather,O,O
at,O,O
the,O,O
desyre,O,O
of,O,O
my,O,O
freind,O,O
Mr,O,O
.,O,O
Leigh,O,O
",",O,O
whom,O,O
I,O,O
have,O,O
put,O,O
to,O,O
paynes,O,O
to,O,O
wryte,O,O
to,O,O
you,O,O
in,O,O
the,O,O
premysses,O,O
;,O,O
and,O,O
yf,O,O
yt,O,O
shall,O,O
lye,O,O
in,O,O
me,O,O
to,O,O
do,O,O
you,O,O
anny,O,O
pleasur,O,O
in,O,O
these,O,O
parties,O,O
",",O,O
ye,O,O
shall,O,O
fynd,O,O
me,O,O
redie,O,O
to,O,O
my,O,O
power,O,O
.,O,O
Thus,O,O
I,O,O
am,O,O
bold,O,O
to,O,O
troubull,O,O
you,O,O
",",O,O
as,O,O
knowith,O,O
Allmyghtie,O,O
God,O,O
",",O,O
Who,O,O
send,O,O
you,O,O
your,O,O
prosperous,O,O
desyres,O,O
.,O,O
Yt,O,O
maye,O,O
please,O,O
you,O,O
to,O,O
shewe,O,O
Thomas,O,O
Smythe,O,O
my,O,O
freind,O,O
some,O,O
part,O,O
of,O,O
your,O,O
mynd,O,O
howe,O,O
this,O,O
matter,O,O
stondith,O,O
.,O,O
Otwell,O,O
Johnsone,O,O
.,O,O
Mistres,O,O
Baynam,O,O
and,O,O
I,O,O
thanck,O,O
you,O,O
most,O,O
hertely,O,O
for,O,O
ij,O,O
barelles,O,O
beere,O,O
receyved,O,O
by,O,O
Spender,O,O
",",O,O
the,O,O
oon,O,O
wherof,O,O
ys,O,O
undeservid,O,O
on,O,O
my,O,O
behalffe,O,O
",",O,O
as,O,O
knowith,O,O
Owr,O,O
Lord,O,O
Jhesus,O,O
",",O,O
Who,O,O
grant,O,O
me,O,O
power,O,O
to,O,O
requite,O,O
part,O,O
of,O,O
your,O,O
benefyttes,O,O
",",O,O
and,O,O
give,O,O
you,O,O
good,O,O
helthe,O,O
and,O,O
prosperite,O,O
",",O,O
Amen,O,O
.,O,O
Written,O,O
ut,O,O
supra,O,O
.,O,O
Jhesus,O,O
",",O,O
at,O,O
Tickfford,O,O
",",O,O
this,B,B
xiijt,I,I
in,I,I
Juyn,I,I
.,O,O
Polbroke,O,O
.,O,O
Your,O,O
loving,O,O
brother,O,O
",",O,O
Mr,O,O
.,O,O
White,O,O
",",O,O
End,O,O
.,O,O
25,B,B
Desember,I,I
1548,I,I
",",O,O
at,O,O
London,O,O
.,O,O
From,O,O
Otwell,O,O
Johnson,O,O
",",O,O
conserning,O,O
a,O,O
ship,O,O
he,O,O
hathe,O,O
comme,O,O
of,O,O
wyne,O,O
and,O,O
prewnes,O,O
;,O,O
of,O,O
money,O,O
sent,O,O
me,O,O
per,O,O
my,O,O
brother,O,O
Richard,O,O
and,O,O
Laurence,O,O
Saunders,O,O
;,O,O
of,O,O
the,O,O
overcharging,O,O
of,O,O
Robert,O,O
Androwe,O,O
;,O,O
of,O,O
the,O,O
sale,O,O
of,O,O
graine,O,O
in,O,O
Flaunders,O,O
;,O,O
white,O,O
hering,O,O
in,O,O
Flaunders,O,O
worthe,O,O
41,O,O
crownes,O,O
.,O,O
Aunsweryd,O,O
le,B,B
second,I,I
January,I,I
",",O,O
etc,O,O
.,O,O
But,O,O
first,O,O
",",O,O
as,O,O
touching,O,O
my,O,O
ryding,O,O
downe,O,O
into,O,O
the,O,O
countre,O,O
thies,O,O
hollydayes,O,O
",",O,O
I,O,O
am,O,O
yett,O,O
uncertain,O,O
therof,O,O
",",O,O
for,O,O
causes,O,O
expressed,O,O
in,O,O
other,O,O
my,O,O
former,O,O
lettres,O,O
",",O,O
and,O,O
also,O,O
for,O,O
that,O,O
I,O,O
am,O,O
putt,O,O
in,O,O
trust,O,O
to,O,O
receave,O,O
hier,O,O
ceitain,O,O
Gascon,O,O
wins,O,O
of,O,O
Henry,O,O
Garbrande's,O,O
that,O,O
ar,O,O
shipped,O,O
at,O,O
Plummothe,O,O
for,O,O
to,O,O
come,O,O
hiether,O,O
",",O,O
and,O,O
to,O,O
make,O,O
sale,O,O
and,O,O
distribution,O,O
of,O,O
them,O,O
",",O,O
(1a,O,O
),O,O
the,O,O
same,O,O
Henry,O,O
beyng,O,O
called,O,O
to,O,O
other,O,O
urgent,O,O
and,O,O
expedient,O,O
affaires,O,O
",",O,O
to,O,O
long,O,O
hier,O,O
to,O,O
reherse,O,O
",",O,O
the,O,O
doyng,O,O
wherof,O,O
shall,O,O
honnestly,O,O
redounde,O,O
to,O,O
his,O,O
large,O,O
proffite,O,O
",",O,O
(2a,O,O
),O,O
and,O,O
not,O,O
my,O,O
discomodite,O,O
",",O,O
by,O,O
Gode's,O,O
grace,O,O
.,O,O
568,O,O
.,O,O
OTWELL,O,O
JOHNSON,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
End,O,O
.,O,O
1546,B,B
",",O,O
Henry,O,O
Sowthwicke's,O,O
lettre,O,O
le,B,B
3,I,I
in,I,I
February,I,I
from,O,O
Callais,O,O
",",O,O
aunsweryd,O,O
from,O,O
Glapthorne,O,O
the,B,B
8,I,I
of,I,I
the,I,I
same,I,I
",",O,O
etc,O,O
(3,O,O
),O,O
Robert,O,O
Saunders,O,O
Further,O,O
he,O,O
writes,O,O
ther,O,O
is,O,O
to,O,O
be,O,O
paid,O,O
for,O,O
a,O,O
lyke,O,O
bill,O,O
of,O,O
