free_annotations._id	free_annotations.annotations.NER	free_annotations.span	letters._id
f.SB_J_45.9_14	DATE	9/14	SB_J_45
f.SB_J_45.164_164	NAME	164/164	SB_J_45
f.SB_J_45.260_261	TIME	260/261	SB_J_45
f.SB_J_45.302_302	GOD	302/302	SB_J_45
f.SB_J_45.305_306	NAME	305/306	SB_J_45
f.SB_J_45.310_311	NAME	310/311	SB_J_45
f.SB_J_45.317_317	LOCATION	317/317	SB_J_45
f.SB_J_45.321_321	LOCATION	321/321	SB_J_45
f.SB_J_45.324_327	DATE	324/327	SB_J_45
f.SB_J_277.1_2	NAME	1/2	SB_J_277
f.SB_J_277.4_5	NAME	4/5	SB_J_277
f.SB_J_277.8_8	LOCATION	8/8	SB_J_277
f.SB_J_277.9_14	DATE	9/14	SB_J_277
f.SB_J_277.33_33	NAME	33/33	SB_J_277
f.SB_J_277.111_113	NAME	111/113	SB_J_277
f.SB_J_277.308_309	NAME	308/309	SB_J_277
f.SB_J_277.372_372	LOCATION	372/372	SB_J_277
f.SB_J_277.383_383	NAME	383/383	SB_J_277
f.SB_J_277.450_451	NAME	450/451	SB_J_277
f.SB_J_277.479_480	NAME	479/480	SB_J_277
f.SB_J_277.547_548	NAME	547/548	SB_J_277
f.SB_J_277.551_551	LOCATION	551/551	SB_J_277
f.SB_J_590.1_2	NAME	1/2	SB_J_590
f.SB_J_590.4_5	NAME	4/5	SB_J_590
f.SB_J_590.7_8	NAME	7/8	SB_J_590
f.SB_J_590.26_26	LOCATION	26/26	SB_J_590
f.SB_J_590.27_30	DATE	27/30	SB_J_590
f.SB_J_590.54_54	GOD	54/54	SB_J_590
f.SB_J_590.92_93	TIME	92/93	SB_J_590
f.SB_J_590.96_96	GOD	96/96	SB_J_590
f.SB_J_590.237_237	GOD	237/237	SB_J_590
f.SB_J_590.289_290	NAME	289/290	SB_J_590
f.SB_J_590.312_312	GOD	312/312	SB_J_590
f.SB_J_590.317_317	PRICE	317/317	SB_J_590
f.SB_J_590.326_328	NAME	326/328	SB_J_590
f.SB_J_590.353_353	LOCATION	353/353	SB_J_590
f.SB_J_590.354_360	DATE	354/360	SB_J_590
f.SB_J_590.368_369	NAME	368/369	SB_J_590
f.SB_J_590.373_374	NAME	373/374	SB_J_590
f.SB_J_590.377_379	NAME	377/379	SB_J_590
f.SB_J_590.384_384	LOCATION	384/384	SB_J_590
f.SB_J_590.388_389	NAME	388/389	SB_J_590
f.SB_J_590.391_393	DATE	391/393	SB_J_590
f.SB_J_590.394_395	NAME	394/395	SB_J_590
f.SB_J_590.400_401	NAME	400/401	SB_J_590
f.SB_J_435.1_2	NAME	1/2	SB_J_435
f.SB_J_435.4_5	NAME	4/5	SB_J_435
f.SB_J_435.14_15	NAME	14/15	SB_J_435
f.SB_J_435.17_17	LOCATION	17/17	SB_J_435
f.SB_J_435.19_25	DATE	19/25	SB_J_435
f.SB_J_435.27_27	LOCATION	27/27	SB_J_435
f.SB_J_435.37_38	NAME	37/38	SB_J_435
f.SB_J_435.43_44	NAME	43/44	SB_J_435
f.SB_J_435.51_52	NAME	51/52	SB_J_435
f.SB_J_435.56_60	PRICE	56/60	SB_J_435
f.SB_J_435.65_68	PRICE	65/68	SB_J_435
f.SB_J_435.73_74	NAME	73/74	SB_J_435
f.SB_J_435.76_77	NAME	76/77	SB_J_435
f.SB_J_435.79_79	LOCATION	79/79	SB_J_435
f.SB_J_435.84_85	NAME	84/85	SB_J_435
f.SB_J_435.153_155	NAME	153/155	SB_J_435
f.SB_J_435.164_164	LOCATION	164/164	SB_J_435
f.SB_J_435.187_187	LOCATION	187/187	SB_J_435
f.SB_J_435.210_211	NAME	210/211	SB_J_435
f.SB_J_435.213_214	NAME	213/214	SB_J_435
f.SB_J_435.226_227	PRICE	226/227	SB_J_435
f.SB_J_435.273_273	LOCATION	273/273	SB_J_435
f.SB_J_435.286_287	PRICE	286/287	SB_J_435
f.SB_J_435.289_289	LOCATION	289/289	SB_J_435
f.SB_J_435.290_293	TIME	290/293	SB_J_435
f.SB_J_435.301_301	PRICE	301/301	SB_J_435
f.SB_J_435.303_303	NAME	303/303	SB_J_435
f.SB_J_435.327_327	LOCATION	327/327	SB_J_435
f.SB_J_435.329_329	GOD	329/329	SB_J_435
f.SB_J_435.335_336	DATE	335/336	SB_J_435
f.SB_J_435.338_343	TIME	338/343	SB_J_435
f.SB_J_435.346_350	GOD	346/350	SB_J_435
f.SB_J_435.362_363	NAME	362/363	SB_J_435
f.SB_J_130.1_2	NAME	1/2	SB_J_130
f.SB_J_130.4_5	NAME	4/5	SB_J_130
f.SB_J_130.8_9	DATE	8/9	SB_J_130
f.SB_J_130.11_11	LOCATION	11/11	SB_J_130
f.SB_J_130.12_14	DATE	12/14	SB_J_130
f.SB_J_130.36_40	DATE	36/40	SB_J_130
f.SB_J_130.58_60	PRICE	58/60	SB_J_130
f.SB_J_130.77_77	PRICE	77/77	SB_J_130
f.SB_J_130.99_101	NAME	99/101	SB_J_130
f.SB_J_130.117_118	NAME	117/118	SB_J_130
f.SB_J_130.132_133	NAME	132/133	SB_J_130
f.SB_J_130.286_286	GOD	286/286	SB_J_130
f.SB_J_130.309_309	LOCATION	309/309	SB_J_130
f.SB_J_130.312_312	PRICE	312/312	SB_J_130
f.SB_J_130.314_315	MARKET	314/315	SB_J_130
f.SB_J_130.322_324	PRICE	322/324	SB_J_130
f.SB_J_130.331_332	NAME	331/332	SB_J_130
f.SB_J_130.340_340	PRICE	340/340	SB_J_130
f.SB_J_130.342_342	PRICE	342/342	SB_J_130
f.SB_J_130.354_355	MARKET	354/355	SB_J_130
f.SB_J_130.372_372	PRICE	372/372	SB_J_130
f.SB_J_130.393_394	NAME	393/394	SB_J_130
f.SB_J_130.403_403	PRICE	403/403	SB_J_130
f.SB_J_130.405_406	PRICE	405/406	SB_J_130
f.SB_J_130.431_432	NAME	431/432	SB_J_130
f.SB_J_130.436_436	PRICE	436/436	SB_J_130
f.SB_J_130.443_443	PRICE	443/443	SB_J_130
f.SB_J_130.446_446	PRICE	446/446	SB_J_130
f.SB_J_130.449_450	NAME	449/450	SB_J_130
f.SB_J_130.452_452	LOCATION	452/452	SB_J_130
f.SB_J_130.462_462	PRICE	462/462	SB_J_130
f.SB_J_130.469_469	PRICE	469/469	SB_J_130
f.SB_J_130.472_473	NAME	472/473	SB_J_130
f.SB_J_130.481_482	MARKET	481/482	SB_J_130
f.SB_J_130.486_487	NAME	486/487	SB_J_130
f.SB_J_130.508_508	LOCATION	508/508	SB_J_130
f.SB_J_130.514_514	MARKET	514/514	SB_J_130
f.SB_J_130.524_524	PRICE	524/524	SB_J_130
f.SB_J_130.531_531	DATE	531/531	SB_J_130
f.SB_J_130.542_544	PRICE	542/544	SB_J_130
f.SB_J_130.558_559	PRICE	558/559	SB_J_130
f.SB_J_130.562_562	PRICE	562/562	SB_J_130
f.SB_J_130.570_570	PRICE	570/570	SB_J_130
f.SB_J_130.575_576	NAME	575/576	SB_J_130
f.SB_J_130.581_583	PRICE	581/583	SB_J_130
f.SB_J_130.593_594	MARKET	593/594	SB_J_130
f.SB_J_130.606_606	MARKET	606/606	SB_J_130
f.SB_J_130.612_614	TIME	612/614	SB_J_130
f.SB_J_130.627_627	DATE	627/627	SB_J_130
f.SB_J_130.674_674	NAME	674/674	SB_J_130
f.SB_J_130.680_680	NAME	680/680	SB_J_130
f.SB_J_130.695_696	NAME	695/696	SB_J_130
f.SB_J_130.699_699	NAME	699/699	SB_J_130
f.SB_J_130.702_702	LOCATION	702/702	SB_J_130
f.SB_J_130.707_707	NAME	707/707	SB_J_130
f.SB_J_130.714_714	NAME	714/714	SB_J_130
f.SB_J_130.719_722	TIME	719/722	SB_J_130
f.SB_J_130.740_740	NAME	740/740	SB_J_130
f.SB_J_130.747_748	PRICE	747/748	SB_J_130
f.SB_J_130.764_765	NAME	764/765	SB_J_130
f.SB_J_130.779_779	DATE	779/779	SB_J_130
f.SB_J_130.786_788	NAME	786/788	SB_J_130
f.SB_J_130.812_814	NAME	812/814	SB_J_130
f.SB_J_130.822_822	NAME	822/822	SB_J_130
f.SB_J_130.810_811	TIME	810/811	SB_J_130
f.SB_J_130.847_848	NAME	847/848	SB_J_130
f.SB_J_130.872_872	PRICE	872/872	SB_J_130
f.SB_J_130.879_880	NAME	879/880	SB_J_130
f.SB_J_130.890_890	MARKET	890/890	SB_J_130
f.SB_J_130.900_900	PRICE	900/900	SB_J_130
f.SB_J_130.902_902	PRICE	902/902	SB_J_130
f.SB_J_130.914_916	PRICE	914/916	SB_J_130
f.SB_J_130.927_927	MARKET	927/927	SB_J_130
f.SB_J_130.937_938	DATE	937/938	SB_J_130
f.SB_J_130.948_948	LOCATION	948/948	SB_J_130
f.SB_J_130.969_970	NAME	969/970	SB_J_130
f.SB_J_130.980_981	GOD	980/981	SB_J_130
f.SB_J_130.991_992	NAME	991/992	SB_J_130
f.SB_J_130.998_998	NAME	998/998	SB_J_130
f.SB_J_130.1024_1025	PRICE	1024/1025	SB_J_130
f.SB_J_130.1061_1062	NAME	1061/1062	SB_J_130
f.SB_J_130.1068_1068	LOCATION	1068/1068	SB_J_130
f.SB_J_130.1073_1073	LOCATION	1073/1073	SB_J_130
f.SB_J_130.1075_1075	DATE	1075/1075	SB_J_130
f.SB_J_130.1076_1077	NAME	1076/1077	SB_J_130
f.SB_J_130.1079_1079	LOCATION	1079/1079	SB_J_130
f.SB_J_130.1080_1083	DATE	1080/1083	SB_J_130
f.SB_J_130.1085_1089	DATE	1085/1089	SB_J_130
f.SB_J_130.1091_1091	LOCATION	1091/1091	SB_J_130
f.SB_J_588.1_2	NAME	1/2	SB_J_588
f.SB_J_588.4_5	NAME	4/5	SB_J_588
f.SB_J_588.8_12	DATE	8/12	SB_J_588
f.SB_J_588.14_14	LOCATION	14/14	SB_J_588
f.SB_J_588.31_31	TIME	31/31	SB_J_588
f.SB_J_588.68_68	LOCATION	68/68	SB_J_588
f.SB_J_588.75_75	NAME	75/75	SB_J_588
f.SB_J_588.72_72	TIME	72/72	SB_J_588
f.SB_J_588.121_121	LOCATION	121/121	SB_J_588
f.SB_J_588.182_182	PRICE	182/182	SB_J_588
f.SB_J_588.200_200	PRICE	200/200	SB_J_588
f.SB_J_588.201_201	TIME	201/201	SB_J_588
f.SB_J_588.222_222	NAME	222/222	SB_J_588
f.SB_J_588.226_228	DATE	226/228	SB_J_588
f.SB_J_588.235_235	NAME	235/235	SB_J_588
f.SB_J_588.251_251	TIME	251/251	SB_J_588
f.SB_J_588.254_254	TIME	254/254	SB_J_588
f.SB_J_588.255_255	GOD	255/255	SB_J_588
f.SB_J_588.260_260	LOCATION	260/260	SB_J_588
f.SB_J_588.286_286	GOD	286/286	SB_J_588
f.SB_J_588.292_293	NAME	292/293	SB_J_588
f.SB_J_588.298_298	NAME	298/298	SB_J_588
f.SB_J_588.320_321	NAME	320/321	SB_J_588
f.SB_J_588.327_327	LOCATION	327/327	SB_J_588
f.SB_J_588.330_330	LOCATION	330/330	SB_J_588
f.SB_J_588.332_332	DATE	332/332	SB_J_588
f.SB_J_588.335_336	NAME	335/336	SB_J_588
f.SB_J_588.337_338	DATE	337/338	SB_J_588
f.SB_J_588.340_341	NAME	340/341	SB_J_588
f.SB_J_588.353_353	LOCATION	353/353	SB_J_588
f.SB_J_588.355_355	LOCATION	355/355	SB_J_588
f.SB_J_34.1_2	NAME	1/2	SB_J_34
f.SB_J_34.4_5	NAME	4/5	SB_J_34
f.SB_J_34.8_13	DATE	8/13	SB_J_34
f.SB_J_34.15_15	LOCATION	15/15	SB_J_34
f.SB_J_34.65_65	LOCATION	65/65	SB_J_34
f.SB_J_34.80_80	NAME	80/80	SB_J_34
f.SB_J_34.101_101	LOCATION	101/101	SB_J_34
f.SB_J_34.112_113	GOD	112/113	SB_J_34
f.SB_J_34.122_123	NAME	122/123	SB_J_34
f.SB_J_34.132_132	DATE	132/132	SB_J_34
f.SB_J_34.161_161	LOCATION	161/161	SB_J_34
f.SB_J_34.168_168	LOCATION	168/168	SB_J_34
f.SB_J_34.175_177	NAME	175/177	SB_J_34
f.SB_J_34.185_186	NAME	185/186	SB_J_34
f.SB_J_34.192_192	NAME	192/192	SB_J_34
f.SB_J_34.197_197	LOCATION	197/197	SB_J_34
f.SB_J_34.204_204	DATE	204/204	SB_J_34
f.SB_J_555.1_2	NAME	1/2	SB_J_555
f.SB_J_555.4_5	NAME	4/5	SB_J_555
f.SB_J_555.9_9	LOCATION	9/9	SB_J_555
f.SB_J_555.10_14	DATE	10/14	SB_J_555
f.SB_J_555.20_24	DATE	20/24	SB_J_555
f.SB_J_555.97_97	NAME	97/97	SB_J_555
f.SB_J_555.99_99	NAME	99/99	SB_J_555
f.SB_J_555.106_108	NAME	106/108	SB_J_555
f.SB_J_555.127_128	NAME	127/128	SB_J_555
f.SB_J_555.243_244	NATION	243/244	SB_J_555
f.SB_J_555.246_246	LOCATION	246/246	SB_J_555
f.SB_J_555.257_258	NAME	257/258	SB_J_555
f.SB_J_555.278_278	NAME	278/278	SB_J_555
f.SB_J_555.287_288	NAME	287/288	SB_J_555
f.SB_J_555.289_290	NAME	289/290	SB_J_555
f.SB_J_555.314_314	GOD	314/314	SB_J_555
f.SB_J_555.319_319	NAME	319/319	SB_J_555
f.SB_J_555.260_262	TIME	260/262	SB_J_555
f.SB_J_555.300_302	TIME	300/302	SB_J_555
f.SB_J_555.434_435	GOD	434/435	SB_J_555
f.SB_J_555.439_440	NAME	439/440	SB_J_555
f.SB_J_555.455_456	NAME	455/456	SB_J_555
f.SB_J_555.488_489	NATION	488/489	SB_J_555
f.SB_J_555.494_496	PRICE	494/496	SB_J_555
f.SB_J_555.505_506	NAME	505/506	SB_J_555
f.SB_J_555.512_512	LOCATION	512/512	SB_J_555
f.SB_J_555.517_517	LOCATION	517/517	SB_J_555
f.SB_J_555.519_519	DATE	519/519	SB_J_555
f.SB_J_555.521_522	NAME	521/522	SB_J_555
f.SB_J_555.523_525	DATE	523/525	SB_J_555
f.SB_J_555.531_531	DATE	531/531	SB_J_555
f.SB_J_555.557_558	NATION	557/558	SB_J_555
f.SB_J_555.560_560	LOCATION	560/560	SB_J_555
f.SB_J_555.564_564	NAME	564/564	SB_J_555
f.SB_J_555.567_568	NAME	567/568	SB_J_555
f.SB_J_555.570_572	TIME	570/572	SB_J_555
f.SB_J_555.573_575	NAME	573/575	SB_J_555
f.SB_J_555.580_580	NAME	580/580	SB_J_555
f.SB_J_555.596_596	LOCATION	596/596	SB_J_555
f.SB_J_555.601_603	DATE	601/603	SB_J_555
f.SB_J_555.605_605	LOCATION	605/605	SB_J_555
f.SB_J_554.168_169	NATION	168/169	SB_J_554
f.SB_J_572.1_2	NAME	1/2	SB_J_572
f.SB_J_572.4_6	NAME	4/6	SB_J_572
f.SB_J_572.27_29	NAME	27/29	SB_J_572
f.SB_J_572.62_62	LOCATION	62/62	SB_J_572
f.SB_J_572.75_76	NAME	75/76	SB_J_572
f.SB_J_572.91_92	NAME	91/92	SB_J_572
f.SB_J_572.93_94	NAME	93/94	SB_J_572
f.SB_J_572.96_97	NAME	96/97	SB_J_572
f.SB_J_572.119_120	TIME	119/120	SB_J_572
f.SB_J_572.154_155	LOCATION	154/155	SB_J_572
f.SB_J_572.156_161	DATE	156/161	SB_J_572
f.SB_J_572.165_166	NAME	165/166	SB_J_572
f.SB_J_322.1_2	NAME	1/2	SB_J_322
f.SB_J_322.4_5	NAME	4/5	SB_J_322
f.SB_J_322.8_13	DATE	8/13	SB_J_322
f.SB_J_322.15_15	LOCATION	15/15	SB_J_322
f.SB_J_322.17_18	NAME	17/18	SB_J_322
f.SB_J_322.52_52	LOCATION	52/52	SB_J_322
f.SB_J_322.57_57	LOCATION	57/57	SB_J_322
f.SB_J_322.83_83	LOCATION	83/83	SB_J_322
f.SB_J_322.85_85	LOCATION	85/85	SB_J_322
f.SB_J_322.92_93	NAME	92/93	SB_J_322
f.SB_J_322.100_103	NAME	100/103	SB_J_322
f.SB_J_322.145_145	TIME	145/145	SB_J_322
f.SB_J_322.182_182	GOD	182/182	SB_J_322
f.SB_J_322.194_195	NAME	194/195	SB_J_322
f.SB_J_344.1_2	NAME	1/2	SB_J_344
f.SB_J_344.4_5	NAME	4/5	SB_J_344
f.SB_J_344.8_10	NAME	8/10	SB_J_344
f.SB_J_344.12_12	LOCATION	12/12	SB_J_344
f.SB_J_344.14_15	NAME	14/15	SB_J_344
f.SB_J_344.16_16	NAME	16/16	SB_J_344
f.SB_J_344.20_26	DATE	20/26	SB_J_344
f.SB_J_344.28_28	LOCATION	28/28	SB_J_344
f.SB_J_344.53_53	NATION	53/53	SB_J_344
f.SB_J_344.55_55	LOCATION	55/55	SB_J_344
f.SB_J_344.57_57	LOCATION	57/57	SB_J_344
f.SB_J_344.110_110	LOCATION	110/110	SB_J_344
f.SB_J_344.153_155	NAME	153/155	SB_J_344
f.SB_J_344.146_148	TIME	146/148	SB_J_344
f.SB_J_344.165_167	MARKET	165/167	SB_J_344
f.SB_J_344.173_174	NAME	173/174	SB_J_344
f.SB_J_344.181_184	PRICE	181/184	SB_J_344
f.SB_J_344.210_211	MARKET	210/211	SB_J_344
f.SB_J_344.267_267	NAME	267/267	SB_J_344
f.SB_J_344.270_271	LOCATION	270/271	SB_J_344
f.SB_J_344.301_301	GOD	301/301	SB_J_344
f.SB_J_344.305_305	LOCATION	305/305	SB_J_344
f.SB_J_344.356_357	NAME	356/357	SB_J_344
f.SB_J_344.361_362	NAME	361/362	SB_J_344
f.SB_J_344.364_366	NAME	364/366	SB_J_344
f.SB_J_344.373_376	NAME	373/376	SB_J_344
f.SB_J_344.377_377	TIME	377/377	SB_J_344
f.SB_J_344.384_385	GOD	384/385	SB_J_344
f.SB_J_344.394_395	NAME	394/395	SB_J_344
f.SB_J_344.407_407	LOCATION	407/407	SB_J_344
f.SB_J_344.412_413	NAME	412/413	SB_J_344
f.SB_J_344.417_418	NAME	417/418	SB_J_344
f.SB_J_27.1_3	NAME	1/3	SB_J_27
f.SB_J_27.5_6	NAME	5/6	SB_J_27
f.SB_J_27.9_15	DATE	9/15	SB_J_27
f.SB_J_27.17_17	LOCATION	17/17	SB_J_27
f.SB_J_27.36_39	DATE	36/39	SB_J_27
f.SB_J_27.86_86	PRICE	86/86	SB_J_27
f.SB_J_27.88_94	DATE	88/94	SB_J_27
f.SB_J_27.111_112	NAME	111/112	SB_J_27
f.SB_J_27.212_212	GOD	212/212	SB_J_27
f.SB_J_27.261_261	DATE	261/261	SB_J_27
f.SB_J_27.360_360	LOCATION	360/360	SB_J_27
f.SB_J_27.388_388	GOD	388/388	SB_J_27
f.SB_J_27.404_405	NAME	404/405	SB_J_27
f.SB_J_27.407_410	DATE	407/410	SB_J_27
f.SB_J_27.424_427	DATE	424/427	SB_J_27
f.SB_J_27.503_503	LOCATION	503/503	SB_J_27
f.SB_J_27.519_519	GOD	519/519	SB_J_27
f.SB_J_27.540_540	LOCATION	540/540	SB_J_27
f.SB_J_27.553_553	PRICE	553/553	SB_J_27
f.SB_J_27.558_559	PRICE	558/559	SB_J_27
f.SB_J_27.570_570	PRICE	570/570	SB_J_27
f.SB_J_27.576_576	GOD	576/576	SB_J_27
f.SB_J_27.590_591	NAME	590/591	SB_J_27
f.SB_J_27.598_599	NAME	598/599	SB_J_27
f.SB_J_27.605_605	LOCATION	605/605	SB_J_27
f.SB_J_27.607_607	LOCATION	607/607	SB_J_27
f.SB_J_586.1_2	NAME	1/2	SB_J_586
f.SB_J_586.4_5	NAME	4/5	SB_J_586
f.SB_J_586.9_9	LOCATION	9/9	SB_J_586
f.SB_J_586.10_13	DATE	10/13	SB_J_586
f.SB_J_586.47_47	LOCATION	47/47	SB_J_586
f.SB_J_586.69_69	NAME	69/69	SB_J_586
f.SB_J_586.79_79	GOD	79/79	SB_J_586
f.SB_J_586.81_83	TIME	81/83	SB_J_586
f.SB_J_586.107_107	LOCATION	107/107	SB_J_586
f.SB_J_586.131_131	PRICE	131/131	SB_J_586
f.SB_J_586.133_133	NAME	133/133	SB_J_586
f.SB_J_586.155_156	NAME	155/156	SB_J_586
f.SB_J_586.164_165	NAME	164/165	SB_J_586
f.SB_J_586.171_171	LOCATION	171/171	SB_J_586
f.SB_J_586.175_175	DATE	175/175	SB_J_586
f.SB_J_586.176_176	LOCATION	176/176	SB_J_586
f.SB_J_586.177_178	DATE	177/178	SB_J_586
f.SB_J_586.180_182	NAME	180/182	SB_J_586
f.SB_J_586.185_185	PRICE	185/185	SB_J_586
f.SB_J_586.189_190	NAME	189/190	SB_J_586
f.SB_J_586.192_195	DATE	192/195	SB_J_586
f.SB_J_341.1_2	NAME	1/2	SB_J_341
f.SB_J_341.4_5	NAME	4/5	SB_J_341
f.SB_J_341.8_8	LOCATION	8/8	SB_J_341
f.SB_J_341.9_13	DATE	9/13	SB_J_341
f.SB_J_341.21_22	NAME	21/22	SB_J_341
f.SB_J_341.35_36	NAME	35/36	SB_J_341
f.SB_J_341.74_74	TIME	74/74	SB_J_341
f.SB_J_341.97_97	TIME	97/97	SB_J_341
f.SB_J_341.101_101	LOCATION	101/101	SB_J_341
f.SB_J_341.109_109	LOCATION	109/109	SB_J_341
f.SB_J_341.114_116	TIME	114/116	SB_J_341
f.SB_J_341.120_121	NAME	120/121	SB_J_341
f.SB_J_341.132_133	NAME	132/133	SB_J_341
f.SB_J_341.136_138	TIME	136/138	SB_J_341
f.SB_J_341.153_154	NAME	153/154	SB_J_341
f.SB_J_341.188_190	TIME	188/190	SB_J_341
f.SB_J_341.200_206	TIME	200/206	SB_J_341
f.SB_J_341.200_201	TIME	200/201	SB_J_341
f.SB_J_341.203_206	TIME	203/206	SB_J_341
f.SB_J_341.212_215	PRICE	212/215	SB_J_341
f.SB_J_341.224_224	LOCATION	224/224	SB_J_341
f.SB_J_341.227_229	NAME	227/229	SB_J_341
f.SB_J_341.230_231	PRICE	230/231	SB_J_341
f.SB_J_341.244_245	NAME	244/245	SB_J_341
f.SB_J_341.258_259	NAME	258/259	SB_J_341
f.SB_J_341.261_262	NAME	261/262	SB_J_341
f.SB_J_341.271_271	PRICE	271/271	SB_J_341
f.SB_J_341.273_274	NAME	273/274	SB_J_341
f.SB_J_341.287_287	LOCATION	287/287	SB_J_341
f.SB_J_341.289_290	NAME	289/290	SB_J_341
f.SB_J_341.318_318	TIME	318/318	SB_J_341
f.SB_J_341.325_326	NAME	325/326	SB_J_341
f.SB_J_341.327_328	PRICE	327/328	SB_J_341
f.SB_J_341.335_337	PRICE	335/337	SB_J_341
f.SB_J_341.344_346	NAME	344/346	SB_J_341
f.SB_J_341.374_375	NAME	374/375	SB_J_341
f.SB_J_341.382_383	NAME	382/383	SB_J_341
f.SB_J_341.411_414	PRICE	411/414	SB_J_341
f.SB_J_341.433_434	NAME	433/434	SB_J_341
f.SB_J_341.444_444	DATE	444/444	SB_J_341
f.SB_J_341.449_449	NAME	449/449	SB_J_341
f.SB_J_341.527_528	NAME	527/528	SB_J_341
f.SB_J_341.547_548	NAME	547/548	SB_J_341
f.SB_J_341.558_558	LOCATION	558/558	SB_J_341
f.SB_J_341.581_582	NAME	581/582	SB_J_341
f.SB_J_341.585_585	LOCATION	585/585	SB_J_341
f.SB_J_341.590_591	NAME	590/591	SB_J_341
f.SB_J_341.633_633	LOCATION	633/633	SB_J_341
f.SB_J_341.640_641	NAME	640/641	SB_J_341
f.SB_J_341.695_696	NAME	695/696	SB_J_341
f.SB_J_341.705_706	NAME	705/706	SB_J_341
f.SB_J_341.729_731	NAME	729/731	SB_J_341
f.SB_J_341.734_735	NAME	734/735	SB_J_341
f.SB_J_341.742_742	LOCATION	742/742	SB_J_341
f.SB_J_341.747_747	GOD	747/747	SB_J_341
f.SB_J_341.756_757	NAME	756/757	SB_J_341
f.SB_J_341.764_765	NAME	764/765	SB_J_341
f.SB_J_341.771_771	LOCATION	771/771	SB_J_341
f.SB_J_559.1_2	NAME	1/2	SB_J_559
f.SB_J_559.4_5	NAME	4/5	SB_J_559
f.SB_J_559.8_8	LOCATION	8/8	SB_J_559
f.SB_J_559.9_13	DATE	9/13	SB_J_559
f.SB_J_559.24_25	TIME	24/25	SB_J_559
f.SB_J_559.43_43	NAME	43/43	SB_J_559
f.SB_J_559.63_63	LOCATION	63/63	SB_J_559
f.SB_J_559.65_65	LOCATION	65/65	SB_J_559
f.SB_J_559.71_71	LOCATION	71/71	SB_J_559
f.SB_J_559.92_93	NAME	92/93	SB_J_559
f.SB_J_559.156_158	TIME	156/158	SB_J_559
f.SB_J_559.164_165	PRICE	164/165	SB_J_559
f.SB_J_559.167_168	PRICE	167/168	SB_J_559
f.SB_J_559.171_172	PRICE	171/172	SB_J_559
f.SB_J_559.181_182	TIME	181/182	SB_J_559
f.SB_J_559.185_185	PRICE	185/185	SB_J_559
f.SB_J_559.192_194	TIME	192/194	SB_J_559
f.SB_J_559.218_218	NAME	218/218	SB_J_559
f.SB_J_559.216_217	TIME	216/217	SB_J_559
f.SB_J_559.273_273	TIME	273/273	SB_J_559
f.SB_J_559.277_278	NAME	277/278	SB_J_559
f.SB_J_559.280_281	PRICE	280/281	SB_J_559
f.SB_J_559.285_286	PRICE	285/286	SB_J_559
f.SB_J_559.300_301	NAME	300/301	SB_J_559
f.SB_J_559.328_328	NAME	328/328	SB_J_559
f.SB_J_559.330_331	PRICE	330/331	SB_J_559
f.SB_J_559.335_336	TIME	335/336	SB_J_559
f.SB_J_559.342_343	NAME	342/343	SB_J_559
f.SB_J_559.354_354	TIME	354/354	SB_J_559
f.SB_J_559.356_357	NAME	356/357	SB_J_559
f.SB_J_559.360_360	PRICE	360/360	SB_J_559
f.SB_J_559.367_367	PRICE	367/367	SB_J_559
f.SB_J_559.372_374	NAME	372/374	SB_J_559
f.SB_J_559.399_399	PRICE	399/399	SB_J_559
f.SB_J_559.414_414	GOD	414/414	SB_J_559
f.SB_J_559.417_418	NAME	417/418	SB_J_559
f.SB_J_559.423_423	PRICE	423/423	SB_J_559
f.SB_J_559.425_425	TIME	425/425	SB_J_559
f.SB_J_559.427_429	TIME	427/429	SB_J_559
f.SB_J_559.433_433	PRICE	433/433	SB_J_559
f.SB_J_559.436_438	NAME	436/438	SB_J_559
f.SB_J_559.448_448	PRICE	448/448	SB_J_559
f.SB_J_559.450_451	NAME	450/451	SB_J_559
f.SB_J_559.453_454	NAME	453/454	SB_J_559
f.SB_J_559.472_473	NAME	472/473	SB_J_559
f.SB_J_559.477_478	NAME	477/478	SB_J_559
f.SB_J_559.484_487	PRICE	484/487	SB_J_559
f.SB_J_559.492_494	PRICE	492/494	SB_J_559
f.SB_J_559.561_561	TIME	561/561	SB_J_559
f.SB_J_559.594_596	TIME	594/596	SB_J_559
f.SB_J_559.623_623	LOCATION	623/623	SB_J_559
f.SB_J_559.686_686	PRICE	686/686	SB_J_559
f.SB_J_559.723_724	NAME	723/724	SB_J_559
f.SB_J_559.735_736	GOD	735/736	SB_J_559
f.SB_J_559.747_748	NAME	747/748	SB_J_559
f.SB_J_559.755_756	NAME	755/756	SB_J_559
f.SB_J_559.762_762	LOCATION	762/762	SB_J_559
f.SB_J_559.766_766	LOCATION	766/766	SB_J_559
f.SB_J_559.768_768	DATE	768/768	SB_J_559
f.SB_J_559.770_771	NAME	770/771	SB_J_559
f.SB_J_559.772_774	DATE	772/774	SB_J_559
f.SB_J_559.782_785	LOCATION	782/785	SB_J_559
f.SB_J_559.789_790	PRICE	789/790	SB_J_559
f.SB_J_559.802_803	TIME	802/803	SB_J_559
f.SB_J_559.804_805	PRICE	804/805	SB_J_559
f.SB_J_559.810_811	NAME	810/811	SB_J_559
f.SB_J_559.812_812	PRICE	812/812	SB_J_559
f.SB_J_559.814_814	NAME	814/814	SB_J_559
